Results for oceanx:


Fields that the component uses during the coupling:

Origin,Operation,Field,Fields,Destination,Extra
oceanx,RC,1,O_OTaux1:O_OTauy1:O_ITaux1:O_ITauy1,ATMIFS,
oceanx,RC,2,O_OTaux2:O_OTauy2:O_ITaux2:O_ITauy2,ATMIFS,
oceanx,RC,3,O_QnsMix:O_QsrMix:OTotEvap:OTotRain:OTotSnow,ATMIFS,
oceanx,RC,4,O_QsrIce:O_QnsIce:O_dQnsdT:OIceEvap,ATMIFS,
oceanx,RC,6,O_Runoff,RNFMAP,
oceanx,RC,7,OCalving,RNFMAP,
oceanx,SN,8,O_SSTSST:O_TepIce:O_AlbIce:OIceFrc:OIceTck:OSnwTck,ATMIFS,

-------------------------

Total execution time: 416

Time in interpolation or MPI per Field:

Field,MPI_get,Interpolation,MPI_put,Total
8,0,0.349,0.0454,0.394
1,148,0,0,148
2,0.387,0,0,0.387
4,1.3,0,0,1.3
3,0.0296,0,0,0.0296
6,11.2,0,0,11.2
7,8.22,0,0,8.22

Σ,169,0.349,0.0454,169

-------------------------

Dependencies (s):

Component oceanx has an overhead of 149.665 (35.96%) seconds due to coupling with ATMIFS
,MPI_get,Interpolation,MPI_put
ATMIFS,149.271,0.349,0.045
Component oceanx has an overhead of 19.460 (4.68%) seconds due to coupling with RNFMAP
,MPI_get,Interpolation,MPI_put
RNFMAP,19.460,0.000,0.000
