Results for oceanx:


Fields that the component uses during the coupling:

Origin,Operation,Field,Fields,Destination,Extra
oceanx,RC,1,O_OTaux1:O_OTauy1:O_ITaux1:O_ITauy1,ATMIFS,
oceanx,RC,2,O_OTaux2:O_OTauy2:O_ITaux2:O_ITauy2,ATMIFS,
oceanx,RC,3,O_QnsMix:O_QsrMix:OTotEvap:OTotRain:OTotSnow,ATMIFS,
oceanx,RC,4,O_QsrIce:O_QnsIce:O_dQnsdT:OIceEvap,ATMIFS,
oceanx,RC,6,O_Runoff,RNFMAP,
oceanx,RC,7,OCalving,RNFMAP,
oceanx,SN,8,O_SSTSST:O_TepIce:O_AlbIce:OIceFrc:OIceTck:OSnwTck,ATMIFS,

-------------------------

Total execution time: 533

Time in interpolation or MPI per Field:

Field,MPI_get,Interpolation,MPI_put,Total
8,0,0.502,0.0693,0.571
1,91.4,0,0,91.4
2,0.449,0,0,0.449
4,2.6,0,0,2.6
3,0.044,0,0,0.044
6,5.85,0,0,5.85
7,4.93,0,0,4.93

Σ,105,0.502,0.0693,106

-------------------------

Dependencies (s):

Component oceanx has an overhead of 10.775 (2.02%) seconds due to coupling with RNFMAP
,MPI_get,Interpolation,MPI_put
RNFMAP,10.775,0.000,0.000
Component oceanx has an overhead of 95.080 (17.83%) seconds due to coupling with ATMIFS
,MPI_get,Interpolation,MPI_put
ATMIFS,94.508,0.502,0.069
