Results for oceanx:


Fields that the component uses during the coupling:

Origin,Operation,Field,Fields,Destination,Extra
oceanx,RC,1,O_OTaux1:O_OTauy1:O_ITaux1:O_ITauy1,ATMIFS,
oceanx,RC,2,O_OTaux2:O_OTauy2:O_ITaux2:O_ITauy2,ATMIFS,
oceanx,RC,3,O_QnsMix:O_QsrMix:OTotEvap:OTotRain:OTotSnow,ATMIFS,
oceanx,RC,4,O_QsrIce:O_QnsIce:O_dQnsdT:OIceEvap,ATMIFS,
oceanx,RC,6,O_Runoff,RNFMAP,
oceanx,RC,7,OCalving,RNFMAP,
oceanx,SN,8,O_SSTSST:O_TepIce:O_AlbIce:OIceFrc:OIceTck:OSnwTck,ATMIFS,

-------------------------

Total execution time: 514

Time in interpolation or MPI per Field:

Field,MPI_get,Interpolation,MPI_put,Total
8,0,0.442,0.0452,0.487
1,236,0,0,236
2,0.54,0,0,0.54
4,2.72,0,0,2.72
3,0.032,0,0,0.032
6,11.1,0,0,11.1
7,8.16,0,0,8.16

Σ,259,0.442,0.0452,259

-------------------------

Dependencies (s):

Component oceanx has an overhead of 19.225 (3.74%) seconds due to coupling with RNFMAP
,MPI_get,Interpolation,MPI_put
RNFMAP,19.225,0.000,0.000
Component oceanx has an overhead of 240.126 (46.69%) seconds due to coupling with ATMIFS
,MPI_get,Interpolation,MPI_put
ATMIFS,239.639,0.442,0.045
