Results for oceanx:


Fields that the component uses during the coupling:

Origin,Operation,Field,Fields,Destination,Extra
oceanx,RC,1,O_OTaux1:O_OTauy1:O_ITaux1:O_ITauy1,ATMIFS,
oceanx,RC,2,O_OTaux2:O_OTauy2:O_ITaux2:O_ITauy2,ATMIFS,
oceanx,RC,3,O_QnsMix:O_QsrMix:OTotEvap:OTotRain:OTotSnow,ATMIFS,
oceanx,RC,4,O_QsrIce:O_QnsIce:O_dQnsdT:OIceEvap,ATMIFS,
oceanx,RC,6,O_Runoff,RNFMAP,
oceanx,RC,7,OCalving,RNFMAP,
oceanx,SN,8,O_SSTSST:O_TepIce:O_AlbIce:OIceFrc:OIceTck:OSnwTck,ATMIFS,

-------------------------

Total execution time: 470

Time in interpolation or MPI per Field:

Field,MPI_get,Interpolation,MPI_put,Total
8,0,0.436,0.0426,0.479
1,220,0,0,220
2,0.313,0,0,0.313
4,1.89,0,0,1.89
3,0.0291,0,0,0.0291
6,10.9,0,0,10.9
7,8.11,0,0,8.11

Σ,242,0.436,0.0426,242

-------------------------

Dependencies (s):

Component oceanx has an overhead of 18.969 (4.04%) seconds due to coupling with RNFMAP
,MPI_get,Interpolation,MPI_put
RNFMAP,18.969,0.000,0.000
Component oceanx has an overhead of 223.023 (47.47%) seconds due to coupling with ATMIFS
,MPI_get,Interpolation,MPI_put
ATMIFS,222.544,0.436,0.043
